Clasificación Industrial Internacional Uniforme Versión 4 A.C (CIIU);Departamento de la dirección del domicilio;Ciudad de la dirección del domicilio;Ingresos de actividades ordinarias;Costo de ventas;Ganancia bruta;Otros ingresos;Gastos de ventas;Gastos de administración;Otros gastos;Otras ganancias (pérdidas);Ganancia (pérdida) por actividades de operación;Diferencia entre el importe en libros de dividendos pagaderos e importe en libros de activos distribuidos distintos al efectivo;Ganancias (pérdidas) que surgen de la baja en cuentas de activos financieros medidos al costo amortizado;Ingresos financieros;Costos financieros;Deterioro de valor de ganancias y reversión de pérdidas por deterioro de valor (pérdidas por deterioro de valor) determinado de acuerdo con la NIIF 9;Ganancias (pérdidas) que surgen de diferencias entre el costo amortizado anterior y el valor razonable de activos financieros reclasificados de la categoría de medición costo amortizado a la categoría de medición de valor razonable con cambios en resultados;Ganancia (pérdida) acumulada anteriormente reconocida en otro resultado integral que surge de la reclasificación de activos financieros de la categoría de medición de valor razonable con cambios en otro resultado integral a la de valor razonable con cambios en resultados;Ganancias (pérdidas) de cobertura por cobertura de un grupo de partidas con posiciones de riesgo compensadoras;Ganancia (pérdida), antes de impuestos;Ingreso (gasto) por impuestos;Ganancia (pérdida) procedente de operaciones continuadas;Ganancia (pérdida) procedente de operaciones discontinuadas;Ganancia (pérdida)
C2790 - Fabricación de otros tipos de equipo eléctrico n.c.p.;CAUCA;PUERTO-TEJADA-CAUCA;22897288;18340115;4557173;78752;353660;171446;67012;;4043807;;;;;;;;;4043807;821188;3222619;;3222619
C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico;CAUCA;SANTANDER-DE-QUILICHAO-CAUCA;375385934;196391227;178994707;10642378;36584024;10936508;40668;44325;142120210;;;2746769;3512532;;;;;141354447;27921823;113432624;;113432624
C1811 - Actividades de impresión;CAUCA;VILLA-RICA-CAUCA;31915871;24026270;7889601;406504;938782;2303669;;;5053654;;;;876518;;;;;4177136;883321;3293815;;3293815
"C1702 - Fabricación de papel y cartón ondulado (corrugado); fabricación de envases, empaques y de embalajes de papel y cartón";CAUCA;VILLA-RICA-CAUCA;196182359;148728877;47453482;67219;24198548;9623586;;;13698567;;;7514826;4615723;;;;;16597670;2588446;14009224;;14009224
M7490 - Otras actividades profesionales, científicas y técnicas n.c.p.;CAUCA;SANTANDER-DE-QUILICHAO-CAUCA;17175397;6050609;11124788;720055;5785418;3279738;315801;;2463886;;;1329;627474;;;;;1837741;572070;1265671;;1265671
H5210 - Almacenamiento y depósito;MAGDALENA;SANTA-MARTA-MAGDALENA;19192676;11100718;8091958;4790103;;1746124;1387894;;9748043;;;2781;308337;;;;;9442487;2057737;7384750;;7384750
L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados;MAGDALENA;SANTA-MARTA-MAGDALENA;871865;0;871865;1473343;;698897;;;1646311;;;;157627;87903;;;;1400781;80577;1320204;;1320204
F4220 - Construcción de proyectos de servicio público;MAGDALENA;SANTA-MARTA-MAGDALENA;166475;16960;149515;;;257237;10780;;-118502;;;;1729;;;;;-120231;438;-120669;;-120669
A0150 - Explotación mixta (agrícola y pecuaria);MAGDALENA;SANTA-MARTA-MAGDALENA;25215204;19448960;5766244;79101;0;1427928;347825;-1889027;2180565;0;0;154902;790119;0;0;0;0;1545348;499728;1045620;0;1045620
G4631 - Comercio al por mayor de productos alimenticios;MAGDALENA;SANTA-MARTA-MAGDALENA;27630477;24169844;3460633;524712;;1096814;78189;;2810342;;;583692;2144334;;;;;1249700;570927;678773;;678773
A0122 - Cultivo de plátano y banano;MAGDALENA;SANTA-MARTA-MAGDALENA;11352205;8881849;2470356;74441;;334429;37450;-696154;1476764;;;1354;318291;;;;;1159827;473184;686643;;686643
A0122 - Cultivo de plátano y banano;MAGDALENA;SANTA-MARTA-MAGDALENA;18877836;14183180;4694656;491683;4080315;894162;0;;211862;0;0;8086;209777;0;0;0;0;10171;40918;-30747;;-30747
A0122 - Cultivo de plátano y banano;MAGDALENA;SANTA-MARTA-MAGDALENA;13017401;9693782;3323619;660146;;2658092;1195310;;130363;;;3844;43553;;;;;90654;194793;-104139;;-104139
C2399 - Fabricación de otros productos minerales no metálicos n.c.p.;VALLE;BUGALAGRANDE-VALLE;9209207;4978259;4230948;33354;581506;966503;15434;;2700859;;;109492;113061;;;;;2697290;858617;1838673;;1838673
C2813 - Fabricación de otras bombas, compresores, grifos y válvulas;VALLE;TULUA-VALLE;6700736;5200026;1500710;79939;301552;657684;48530;;572883;;;823700;1066436;;;;;330147;128566;201581;;201581
C3210 - Fabricación de joyas, bisutería y artículos conexos;VALLE;TULUA-VALLE;933953;521491;412462;51343;217634;136147;185865;;-75841;;;;62031;;;;;-137872;;-137872;;-137872
G4631 - Comercio al por mayor de productos alimenticios;VALLE;TULUA-VALLE;25827872;23620592;2207280;465552;1500;1317971;101472;;1251889;0;0;0;0;0;0;0;0;1251889;0;1251889;0;1251889
I5619 - Otros tipos de expendio de comidas preparadas n.c.p.;META;VILLAVICENCIO-META;963058;829735;133323;106910;;597895;64658;;-422320;;;8512;14451;;;;;-428259;21644;-449903;;-449903
C2394 - Fabricación de cemento, cal y yeso;CESAR;LA-PAZ-(ROBLES)-CESAR;16066004;14079791;1986213;876173;1814078;1199041;446503;;-597236;;;173439;337491;;;;;-761288;-2812708;2051420;;2051420
G4773 - Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados;SAN ANDRES Y PROVIDENCIA;SAN-ANDRES-SAN ANDRES Y PROVIDENCIA;10034032;6983231;3050801;340269;6868341;1457651;20744;;-4955666;;;50058;2850295;;;;;-7755903;-2570066;-5185837;;-5185837
"C1701 - Fabricación de pulpas (pastas) celulósicas; papel y cartón";BOGOTA D.C.;BOGOTA D.C.;82768076;61882611;20885465;484148;6642253;4935463;1093930;;8697967;;;214080;;;;;;8912047;2541311;6370736;;6370736
C2711 - Fabricación de motores, generadores y transformadores eléctricos;BOGOTA D.C.;BOGOTA D.C.;33273540;18575676;14697864;175458;4629320;2811555;240782;;7191665;;;;326618;;;;;6865047;2254461;4610586;;4610586
H4930 - Transporte por tuberías;BOGOTA D.C.;BOGOTA D.C.;;;;9950;;6066830;70505;;-6127385;;;1722095;12390;;;;;-4417680;176456;-4594136;;-4594136
K6619 - Otras actividades auxiliares de las actividades de servicios financieros n.c.p.;BOGOTA D.C.;BOGOTA D.C.;55638780;19827808;35810972;506162;;22179167;2910410;;11227557;;;2691;2084894;;;;;9145354;3028450;6116904;;6116904
B0610 - Extracción de petróleo crudo;BOGOTA D.C.;BOGOTA D.C.;32329572;29163881;3165691;185268;;15627004;;;-12276045;;;;;;;;;-12276045;3055311;-15331356;;-15331356
A0125 - Cultivo de flor de corte;BOGOTA D.C.;BOGOTA D.C.;22779343;16739829;6039514;1124847;141568;1824781;5332;0;5192680;;-2373;835797;2215240;;;;;3810864;1252224;2558640;;2558640
H5229 - Otras actividades complementarias al transporte;BOGOTA D.C.;BOGOTA D.C.;15360227;305446;15054781;;;10839877;24939;;4189965;;;;76474;;;;;4113491;1331506;2781985;;2781985
G4643 - Comercio al por mayor de calzado;CUNDINAMARCA;TOCANCIPA-CUNDINAMARCA;68156443;60827417;7329026;7844058;11176890;4775602;1210441;;-1989849;;;4617394;34323;7690994;;;;-5097772;-400450;-4697322;;-4697322
N7990 - Otros servicios de reserva y actividades relacionadas;BOGOTA D.C.;BOGOTA D.C.;5992966;1692;5991274;4849925;1405647;2040835;4344867;;3049850;;;;;;;;;3049850;1251279;1798571;;1798571
F4329 - Otras instalaciones especializadas;BOGOTA D.C.;BOGOTA D.C.;89128318;60530699;28597619;2249938;4846624;14288398;;;11712535;;;;361044;;;;;11351491;5219497;6131994;;6131994
A0125 - Cultivo de flor de corte;BOGOTA D.C.;BOGOTA D.C.;25109996;21041776;4068220;965316;150761;1802599;5516;-71863;3002797;0;0;1042902;2338903;0;0;0;0;1706796;-8775;1715571;0;1715571
G4632 - Comercio al por mayor de bebidas y tabaco;BOGOTA D.C.;BOGOTA D.C.;899583211;593589602;305993609;;81019675;100055571;10246197;;114672166;;;;7034339;;;;;107637827;36931176;70706651;;70706651
K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.;BOGOTA D.C.;BOGOTA D.C.;1065251;;1065251;1669446;;2050375;621015;;63307;;;;;;;;;63307;45286;18021;;18021
C1051 - Elaboración de productos de molinería;BOGOTA D.C.;BOGOTA D.C.;612589628;417813874;194775754;;98217727;37298669;;;59259358;;;;10897815;;;;;48361543;18614016;29747527;;29747527
G4511 - Comercio de vehículos automotores nuevos;BOGOTA D.C.;BOGOTA D.C.;56416783;45129120;11287663;606805;7898602;1860728;235759;;1899379;;;;997757;;;;;901622;239927;661695;;661695
G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores;BOGOTA D.C.;BOGOTA D.C.;19138955;10783484;8355471;1305774;3469205;1590676;26928;;4574436;;;2604472;3754302;;;;;3424606;849165;2575441;;2575441
N8211 - Actividades combinadas de servicios administrativos de oficina;BOGOTA D.C.;BOGOTA D.C.;10584592;9327205;1257387;592552;0;2397370;32324;;-579755;0;0;192334;176865;0;350922;0;0;-213364;-154919;-58445;;-58445
G4719 - Comercio al por menor en establecimientos no especializados, con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general), bebidas y tabaco;BOGOTA D.C.;BOGOTA D.C.;119862546;35011601;84850945;0;0;20506315;61318914;2348335;5374051;0;0;0;1994008;;;;;3380043;4034781;-654738;;-654738
G4520 - Mantenimiento y reparación de vehículos automotores;BOGOTA D.C.;BOGOTA D.C.;1959391;1436732;522659;25453;152370;655128;49012;;-308398;;;15450;24412;21845;;;;-339205;8017;-347222;;-347222
G4669 - Comercio al por mayor de otros productos n.c.p.;CUNDINAMARCA;SOACHA-CUNDINAMARCA;56044766;43705159;12339607;0;5085664;1599140;1227301;;4427502;;;11542424;16469853;;155360;;1652971;1308404;610313;698091;;698091
A0125 - Cultivo de flor de corte;BOGOTA D.C.;BOGOTA D.C.;1003121372;859214452;143906920;14732272;;80797585;4212494;;73629113;;;38021225;80325739;;;;;31324599;19369586;11955013;;11955013
G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario;CUNDINAMARCA;COTA-CUNDINAMARCA;158597638;96649508;61948130;7055589;5095009;38629623;4687500;;20591587;;;;816266;;;;;19775321;6401743;13373578;;13373578
G4511 - Comercio de vehículos automotores nuevos;BOGOTA D.C.;BOGOTA D.C.;92884759;79606622;13278137;;9611921;4732417;161898;4851293;3623194;;;;1022959;;;;;2600235;738172;1862063;;1862063
G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario;BOGOTA D.C.;BOGOTA D.C.;6432842;4300513;2132329;8940347;4350257;5535450;108210;;1078759;;;1013885;694350;;;;;1398294;196869;1201425;;1201425
G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador;BOGOTA D.C.;BOGOTA D.C.;249164839;151532655;97632184;9943929;54739165;33095396;1472843;;18268709;0;0;18323486;18046465;0;0;0;0;18545730;5042049;13503681;0;13503681
J6201 - Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas);BOGOTA D.C.;BOGOTA D.C.;313115739;236676507;76439232;13825025;3011655;43553603;236501;;43462498;;;1618390;5053783;;;;;40027105;19288652;20738453;;20738453
G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador;BOGOTA D.C.;BOGOTA D.C.;33285332;10070563;23214769;16355;12513375;6293604;866144;0;3558001;;;83541;577470;;;;;3064072;1251461;1812611;;1812611
C1051 - Elaboración de productos de molinería;BOGOTA D.C.;BOGOTA D.C.;15636226;13748516;1887710;1248973;613587;1044724;117021;;1361351;;;325660;280876;;;;;1406135;287025;1119110;;1119110
C1811 - Actividades de impresión;BOGOTA D.C.;BOGOTA D.C.;54285171;42943889;11341282;1091211;6732215;2648706;47975;;3003597;;;4465755;3881313;;;;;3588039;1125527;2462512;;2462512
F4111 - Construcción de edificios residenciales;BOGOTA D.C.;BOGOTA D.C.;0;;0;;;6390;1000;;-7390;;;;;;;;;-7390;87;-7477;;-7477
F4111 - Construcción de edificios residenciales;BOGOTA D.C.;BOGOTA D.C.;28687;;28687;34657;;49390;5825;;8129;;;151946;4748;;;;;155327;55479;99848;;99848
G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador;BOGOTA D.C.;BOGOTA D.C.;99642620;77126104;22516516;54879;15296184;7492671;490237;0;-707697;;;38802;;;;;;-668895;139176;-808071;;-808071
J5811 - Edición de libros;BOGOTA D.C.;BOGOTA D.C.;5612337;104379;5507958;359602;4091200;2326712;1780;;-552132;;;870;346260;;;;;-897522;177;-897699;;-897699
F4111 - Construcción de edificios residenciales;BOGOTA D.C.;BOGOTA D.C.;38410950;32045895;6365055;27444;3827;902970;948448;32216;4569470;;;57150;2250123;;;;;2376497;970446;1406051;;1406051
G4669 - Comercio al por mayor de otros productos n.c.p.;BOGOTA D.C.;BOGOTA D.C.;95617750;60099740;35518010;1566783;8305066;28170460;3915907;;-3306640;;;;;;;;;-3306640;3102679;-6409319;;-6409319
G4774 - Comercio al por menor de otros productos nuevos en establecimientos especializados;BOGOTA D.C.;BOGOTA D.C.;32673137;16343933;16329204;196517;4296980;9451291;0;0;2777450;0;0;978838;2807876;0;0;0;0;948412;547408;401004;0;401004
J5811 - Edición de libros;BOGOTA D.C.;BOGOTA D.C.;58760;15732;43028;321787;8820;447448;1057;;-92510;;;54698;65021;;;;;-102833;829;-103662;;-103662
L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados;BOGOTA D.C.;BOGOTA D.C.;12558513;27369695;-14811182;682523;;481143;3666667;;-18276469;;;;601549;;;6599859;;-12278159;636526;-12914685;;-12914685
N7830 - Otras actividades de suministro de recurso humano;BOGOTA D.C.;BOGOTA D.C.;242883191;203603663;39279528;1216291;;29851556;1240336;;9403927;;;1663726;4730851;;;;;6336802;2869197;3467605;;3467605
K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.;BOGOTA D.C.;BOGOTA D.C.;3379629;9732654;-6353025;;;;;;-6353025;;;;;;;;;-6353025;;-6353025;;-6353025
G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario;CUNDINAMARCA;BOJACA-CUNDINAMARCA;14155330;10588920;3566410;121595;1353892;902378;614316;;817419;;;;;;;;;817419;272027;545392;;545392
G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador;CUNDINAMARCA;FUNZA-CUNDINAMARCA;106164108;75082534;31081574;86397;7408968;4219594;479144;0;19060265;0;0;22961;1343262;0;0;0;0;17739964;5344238;12395726;0;12395726
L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados;BOGOTA D.C.;BOGOTA D.C.;4166742;;4166742;632188;31452;2321318;83855;;2362305;;;4334;1785971;;;;;580668;-321505;902173;;902173
G4690 - Comercio al por mayor no especializado;BOGOTA D.C.;BOGOTA D.C.;15358989;7997758;7361231;98688;239495;5494854;19057;;1706513;;;1285015;1231748;;;;;1759780;562269;1197511;;1197511
H5229 - Otras actividades complementarias al transporte;BOGOTA D.C.;BOGOTA D.C.;24212189;15191254;9020935;1386657;2904339;7531870;726011;;-754628;;;27008;143091;;;;;-870711;-280331;-590380;;-590380
G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario;BOGOTA D.C.;BOGOTA D.C.;161425541;139119720;22305821;1465929;8009946;8146868;;;7614936;0;0;0;3360453;493195;0;0;0;3761288;2020989;1740299;0;1740299
G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador;BOGOTA D.C.;BOGOTA D.C.;8229202;3842234;4386968;;1624638;2573454;;;188876;;;474913;446219;18506;;;;199064;;199064;;199064
J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas;BOGOTA D.C.;BOGOTA D.C.;96052163;76688069;19364094;487705;7949791;8279220;4848477;;-1225689;;;4818782;7077667;-159139;;;;-3325435;2646422;-5971857;;-5971857
L6820 - Actividades inmobiliarias realizadas a cambio de una retribución o por contrata;BOGOTA D.C.;BOGOTA D.C.;24973146;1578496;23394650;965066;7146695;15966578;0;;1246443;0;0;63469;429297;0;0;0;0;880615;634467;246148;0;246148
M7490 - Otras actividades profesionales, científicas y técnicas n.c.p.;BOGOTA D.C.;BOGOTA D.C.;24512171;4084819;20427352;84220;13660031;5088305;1586593;;176643;;;46121;;;;;;222764;1521623;-1298859;;-1298859
C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico;BOGOTA D.C.;BOGOTA D.C.;43675839;28939155;14736684;8342;3385503;2960259;3525096;955059;5829227;;;6518;898629;;;;;4937116;1419794;3517322;;3517322
M7310 - Publicidad;BOGOTA D.C.;BOGOTA D.C.;33631901;1515436;32116465;;;27046362;112341;2057521;7015283;;;562458;1066748;;;;;6510993;2123723;4387270;;4387270
N8299 - Otras actividades de servicio de apoyo a las empresas n.c.p.;BOGOTA D.C.;BOGOTA D.C.;115473625;127212801;-11739176;;;4306158;7136616;;-23181950;;;282625;2294120;;;;;-25193445;-5076760;-20116685;;-20116685
G4669 - Comercio al por mayor de otros productos n.c.p.;CUNDINAMARCA;TOCANCIPA-CUNDINAMARCA;22409864;18251027;4158837;280209;784595;1412381;801856;;1440214;;;;;;;;;1440214;327644;1112570;;1112570
C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico;BOGOTA D.C.;BOGOTA D.C.;25734825;5782377;19952448;26025;2949832;2702579;92742;;14233320;;;79905;143325;;;;;14169900;4518086;9651814;;9651814
M6910 - Actividades jurídicas;BOGOTA D.C.;BOGOTA D.C.;122831052;75114675;47716377;4475732;1461887;15406722;508406;;34815094;;;1343221;3090676;;;;;33067639;11598538;21469101;;21469101
J6130 - Actividades de telecomunicación satelital;BOGOTA D.C.;BOGOTA D.C.;32936406;20421049;12515357;;967029;8778777;1137875;;1631676;;;;1301234;;;;;330442;-16774;347216;;347216
M7310 - Publicidad;BOGOTA D.C.;BOGOTA D.C.;14683723;2030650;12653073;;;10887127;90312;575127;2250761;;;1449645;368548;;;;;3331858;1173656;2158202;;2158202
F4111 - Construcción de edificios residenciales;BOGOTA D.C.;BOGOTA D.C.;7071346;3533850;3537496;488234;47886;1702963;660602;;1614279;;;38460;422782;;;;;1229957;472307;757650;;757650
F4321 - Instalaciones eléctricas;META;VILLAVICENCIO-META;9351159;7164499;2186660;;;463477;;19094;1742277;;;26794;59126;;;;;1709945;549464;1160481;;1160481
S9609 - Otras actividades de servicios personales n.c.p.;BOGOTA D.C.;BOGOTA D.C.;1216156;361726;854430;10421;346584;90816;20454;-200;406797;;;167586;13058;;;;;561325;226941;334384;;334384
F4290 - Construcción de otras obras de ingeniería civil;BOGOTA D.C.;BOGOTA D.C.;;3827658;-3827658;2441428;;911857;2502953;;-4801040;;;14626818;25051027;;;;;-15225249;;-15225249;;-15225249
C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico;BOGOTA D.C.;BOGOTA D.C.;37373271;28140160;9233111;592369;3652479;446031;;-2119957;3607013;;;;1324060;;;;;2282953;1020557;1262396;;1262396
G4644 - Comercio al por mayor de aparatos y equipo de uso doméstico;BOGOTA D.C.;BOGOTA D.C.;1161141471;999436791;161704680;398740;124184856;17466932;539644;-60490;19851498;;;7978941;13548346;;;;;14282093;-9246588;23528681;;23528681
N7830 - Otras actividades de suministro de recurso humano;BOGOTA D.C.;BOGOTA D.C.;18013430;4608424;13405006;15719;10580685;2784346;0;-3219;52475;0;0;668938;34692;0;0;0;0;686721;608079;78642;0;78642
N8220 - Actividades de centros de llamadas (Call center);BOGOTA D.C.;BOGOTA D.C.;297699359;204762541;92936818;1851137;;64723948;;;30064007;;;157613;11619774;;;;;18601846;10421444;8180402;;8180402
G4653 - Comercio al por mayor de maquinaria y equipo agropecuarios;CUNDINAMARCA;CHIA-CUNDINAMARCA;13148686;8019166;5129520;;2324443;901496;;-338592;1564989;;;;1409999;;;;;154990;292488;-137498;;-137498
G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.;CUNDINAMARCA;TENJO-CUNDINAMARCA;113323758;72873416;40450342;1428217;16329740;12833880;253183;;12461756;;;6333520;8635334;;;;;10159942;3653562;6506380;;6506380
J6110 - Actividades de telecomunicaciones alámbricas;BOGOTA D.C.;BOGOTA D.C.;1293254;1049645;243609;21229;1880;131386;;;131572;;;2101;2625;;;;;131048;40377;90671;;90671
C2229 - Fabricación de artículos de plástico n.c.p.;CUNDINAMARCA;COTA-CUNDINAMARCA;10037473;6931338;3106135;307490;539326;1415974;13055;;1445270;;;1808428;2043411;;;;;1210287;780413;429874;;429874
B0910 - Actividades de apoyo para la extracción de petróleo y de gas natural;BOGOTA D.C.;BOGOTA D.C.;346155552;331504770;14650782;28151063;;8244335;39378969;;-4821459;;;337027;1391351;;;;;-5875783;99812;-5975595;;-5975595
G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.;BOGOTA D.C.;BOGOTA D.C.;31162385;18560456;12601929;840689;10186193;2383725;0;-668988;203712;;;3722883;2402901;;;;;1523694;-919508;2443202;;2443202
L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados;BOGOTA D.C.;BOGOTA D.C.;6217439;1692133;4525306;;;1771915;49704;;2703687;;;39595;;;;;;2743282;765493;1977789;;1977789
J6312 - Portales web;BOGOTA D.C.;BOGOTA D.C.;4918123;1836835;3081288;16210;1450605;1115107;0;-171;531615;0;0;2286;48943;0;0;0;0;484958;-156090;641048;0;641048
G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador;BOGOTA D.C.;BOGOTA D.C.;25681375;18320602;7360773;226144;3802991;1252677;16408;;2514841;0;0;2802588;3062144;0;0;0;0;2255285;763214;1492071;0;1492071
N8299 - Otras actividades de servicio de apoyo a las empresas n.c.p.;BOGOTA D.C.;BOGOTA D.C.;296787;;296787;;;518953;1165;;-223331;;;518452;434658;;;;;-139537;192514;-332051;;-332051
G4632 - Comercio al por mayor de bebidas y tabaco;BOGOTA D.C.;BOGOTA D.C.;125997048;62403224;63593824;;46059596;1293112;12309104;10073515;14005527;;;;;;;;;14005527;4813680;9191847;;9191847
